because,bɪˈkɒz,<ul><li>porque</li><li>ya que</li><li>pues</li><li>puesto que</li></ul>,"<img src=""01_0601.jpg"" />",[sound:01_0601.mp3],[sound:01_0601_meaning.mp3],[sound:01_0601_example.mp3],<i>Because</i> introduces a reason for something.,<i>Porque</i> introduce una razón para algo.,We need to study <b>because</b> we have a test tomorrow.,Necesitamos estudiar <b>porque</b> tenemos un examen mañana.
east,iːst,<ul><li>Oriente</li><li>este</li><li>levante</li><li>del este</li><li>oriental</li><li>este</li><li>al este</li><li>hacia el este</li><li>por el este</li><li>al este</li></ul>,"<img src=""01_0602.jpg"" />",[sound:01_0602.mp3],[sound:01_0602_meaning.mp3],[sound:01_0602_example.mp3],<i>East</i> is the direction the sun rises from.,<i>Este</i> es la dirección de donde sale el sol.,"My window looks to the <b>east</b>, so I can watch the sunrise every morning.","Mi ventana mira al <b>este</b>, así que puedo ver el amanecer cada mañana."
expensive,ɪkˈspensɪv,<ul><li>caro</li><li>costoso</li><li>oneroso</li></ul>,"<img src=""01_0603.jpg"" />",[sound:01_0603.mp3],[sound:01_0603_meaning.mp3],[sound:01_0603_example.mp3],<i>Expensive</i> things cost a lot of money.,Las cosas <i>caras</i> cuestan mucho dinero.,My friend drives an <b>expensive</b> sports car.,Mi amigo conduce un coche deportivo <b>caro</b>.
flower,ˈflaʊər,<ul><li>flor</li><li>floración</li><li>florecer</li><li>floral</li></ul>,"<img src=""01_0604.jpg"" />",[sound:01_0604.mp3],[sound:01_0604_meaning.mp3],[sound:01_0604_example.mp3],A <i>flower</i> is the colored part of a plant.,Una <i>flor</i> es la parte colorida de una planta.,She gave pink <b>flowers</b> to her grandmother.,Ella le dio <b>flores</b> rosas a su abuela.
garden,ˈɡɑːrdn,<ul><li>jardín</li><li>huerto</li><li>huerta</li><li>trabajar en el huerto</li><li>trabajar en la huerta</li><li>trabajar en el jardín</li></ul>,"<img src=""01_0605.jpg"" />",[sound:01_0605.mp3],[sound:01_0605_meaning.mp3],[sound:01_0605_example.mp3],A <i>garden</i> is an area where people grow plants.,Un <i>jardín</i> es un área donde las personas cultivan plantas.,The <b>garden</b> is very bright and colorful in the spring.,El <b>jardín</b> es muy brillante y colorido en la primavera.
holiday,ˈhɒlədi,<ul><li>vacaciones</li><li>fiesta</li><li>día festivo</li><li>festividad</li><li>asueto</li><li>vacacional</li></ul>,"<img src=""01_0606.jpg"" />",[sound:01_0606.mp3],[sound:01_0606_meaning.mp3],[sound:01_0606_example.mp3],A <i>holiday</i> is a special day of celebration.,Un <i>feriado</i> es un día especial de celebración.,"Monday was a <b>holiday</b>, so there was no school or work.","El lunes fue un <b>feriado</b>, así que no hubo escuela ni trabajo."
many,ˈmeni,<ul><li>muchas</li><li>numerosas</li><li>numeroso</li></ul>,"<img src=""01_0607.jpg"" />",[sound:01_0607.mp3],[sound:01_0607_meaning.mp3],[sound:01_0607_example.mp3],<i>Many</i> shows that there is a large number of something.,<i>Muchos</i> indica que hay un gran número de algo.,There are <b>many</b> people on the street.,Hay <b>muchas</b> personas en la calle.
million,ˈmɪljən,<ul><li><a>millón</a></li></ul>,"<img src=""01_0608.jpg"" />",[sound:01_0608.mp3],[sound:01_0608_meaning.mp3],[sound:01_0608_example.mp3],"A <i>million</i> is another way to write the number 1,000,000.",Un <i>millón</i> es otra forma de escribir el número 1.000.000.,"Almost 19 <b>million</b> people live in Delhi, India.","Casi 19 <b>millones</b> de personas viven en Delhi, India."
mountain,ˈmaʊntn,<ul><li>montaña</li><li>monte</li><li>cerro</li><li>montón</li><li>montañosa</li><li>montañoso</li></ul>,"<img src=""01_0609.jpg"" />",[sound:01_0609.mp3],[sound:01_0609_meaning.mp3],[sound:01_0609_example.mp3],A <i>mountain</i> is a very high hill.,Una <i>montaña</i> es una colina muy alta.,Mount Everest is the highest <b>mountain</b> in the world.,El Monte Everest es la <b>montaña</b> más alta del mundo.
place,pleɪs,<ul><li>lugar</li><li>sitio</li><li>puesto</li><li>casa</li><li>cubierto</li><li>espacio</li><li>plaza</li><li>punto</li><li>posición</li><li>ubicación</li><li>localidad</li><li>asiento</li><li>recinto</li><li>colocar</li><li>poner</li><li>situar</li><li>reconocer</li><li>invertir</li><li>meter</li><li>sentar</li><li>ubicar</li><li>identificar</li><li>clasificar</li><li>recordar</li></ul>,"<img src=""01_0610.jpg"" />",[sound:01_0610.mp3],[sound:01_0610_meaning.mp3],[sound:01_0610_example.mp3],A <i>place</i> is a space or area.,Un <i>lugar</i> es un espacio o área.,A library is a <b>place</b> where people can read books.,Una biblioteca es un <b>lugar</b> donde la gente puede leer libros.
popular,ˈpɑːpjələr,<ul><li>popular<br></li><li>conocido</li><li>generalizado</li><li>famoso</li><li>general</li><li>querido</li><li>admirado</li><li>divulgado</li><li>folclórico</li></ul>,"<img src=""01_0611.jpg"" />",[sound:01_0611.mp3],[sound:01_0611_meaning.mp3],[sound:01_0611_example.mp3],A <i>popular</i> thing is liked by many people.,Algo <i>popular</i> es algo que gusta a muchas personas.,These people are listening to a <b>popular</b> man speak.,Estas personas están escuchando a un hombre <b>popular</b> hablar.
ski,skiː,<ul><li>esquí</li><li>de esquí</li><li>esquiar</li></ul>,"<img src=""01_0612.jpg"" />",[sound:01_0612.mp3],[sound:01_0612_meaning.mp3],[sound:01_0612_example.mp3],To <i>ski</i> is to glide on long pieces of wood or metal over snow.,<i>Esquiar</i> es deslizarse sobre largas piezas de madera o metal sobre la nieve.,The man likes to <b>ski</b> and goes every weekend.,Al hombre le gusta <b>esquiar</b> y va todos los fines de semana.
such,sʌtʃ,<ul><li>tal</li><li>dicho</li><li>semejante</li><li>similar</li><li>de este tipo</li><li>tan</li><li>tanto</li></ul>,"<img src=""01_0613.jpg"" />",[sound:01_0613.mp3],[sound:01_0613_meaning.mp3],[sound:01_0613_example.mp3],<i>Such</i> means “like this”.,"<i>Tal</i> significa ""como esto"".",I have never seen <b>such</b> a beautiful sunset before.,Nunca antes había visto un atardecer <b>tan</b> hermoso.
total,ˈtəʊtl,<ul><li><a>total</a><br></li><li>suma</li><li>global</li><li>absoluto</li><li>completo</li><li>integral</li><li>auténtico</li><li>cabal</li><li>entero</li><li>rotundo</li><li>de verdad</li><li><a>sumar en total</a><br></li></ul>,"<img src=""01_0614.jpg"" />",[sound:01_0614.mp3],[sound:01_0614_meaning.mp3],[sound:01_0614_example.mp3],<i>Total</i> shows that everyone or everything has been counted.,<i>Total</i> indica que todos o todo ha sido contado.,The <b>total</b> cost of the items she bought was $52.,El <b>costo total</b> de los artículos que compró fue de $52.
tower,ˈtaʊər,<ul><li>torre</li><li>torreón</li><li>elevarse</li></ul>,"<img src=""01_0615.jpg"" />",[sound:01_0615.mp3],[sound:01_0615_meaning.mp3],[sound:01_0615_example.mp3],"A <i>tower</i> is a tall, narrow building.",Una <i>torre</i> es un edificio alto y estrecho.,This is a very famous <b>tower</b> in Italy.,Esta es una <b>torre</b> muy famosa en Italia.
town,taʊn,<ul><li>ciudad</li><li>pueblo</li><li>localidad</li><li>municipio</li><li>villa</li><li>poblado</li><li>aldea</li></ul>,"<img src=""01_0616.jpg"" />",[sound:01_0616.mp3],[sound:01_0616_meaning.mp3],[sound:01_0616_example.mp3],"A <i>town</i> is a place where people live and work, and is smaller than a city.","Un <i>pueblo</i> es un lugar donde las personas viven y trabajan, y es más pequeño que una ciudad.","I come from a small <b>town</b>, and everyone there knows each other.","Vengo de un <b>pueblo</b> pequeño, y todos allí se conocen."
train,treɪn,<ul><li>tren</li><li>serie</li><li>cola</li><li>ferrocarril</li><li>sucesión</li><li>séquito</li><li>formar</li><li>practicar</li><li>estudiar</li><li>adiestrar</li><li>prepararse</li><li>entrenarse</li><li>guiar</li><li>apuntar</li><li>amaestrar</li><li>educar</li><li>ejercitarse</li><li>mejorar</li><li>ferroviario</li><li>entrenar</li><li>capacitar</li><li>enseñar</li><li>ejercitar</li><li>instruir</li></ul>,"<img src=""01_0617.jpg"" />",[sound:01_0617.mp3],[sound:01_0617_meaning.mp3],[sound:01_0617_example.mp3],A <i>train</i> is a group of railway cars connected together.,Un <i>tren</i> es un grupo de vagones de ferrocarril conectados entre sí.,"The <b>train</b> is very fast, so we can get home in one hour.","El <b>tren</b> es muy rápido, por lo que podemos llegar a casa en una hora."
walk,wɔːk,<ul><li>caminar</li><li>pasear</li><li>ir a pie</li><li>acompañar</li><li>paseo</li><li>caminata</li><li>camino</li><li>andar</li><li>marcha</li><li>recorrido</li><li>vuelta</li><li>sendero</li></ul>,"<img src=""01_0618.jpg"" />",[sound:01_0618.mp3],[sound:01_0618_meaning.mp3],[sound:01_0618_example.mp3],"To <i>walk</i> is to move forward using legs, but it is slower than running.","<i>Caminar</i> es moverse hacia adelante usando las piernas, pero es más lento que correr.",The children <b>walk</b> to school in the morning.,Los niños <b>caminan</b> a la escuela por la mañana.
watch,wɑːtʃ,<ul><li>reloj</li><li>vigilancia</li><li>guardia</li><li>guarda</li><li>velar</li><li>ver</li><li>observar</li><li>mirar</li><li>vigilar</li><li>examinar</li><li>cuidar</li><li>contemplar</li></ul>,"<img src=""01_0619.jpg"" />",[sound:01_0619.mp3],[sound:01_0619_meaning.mp3],[sound:01_0619_example.mp3],To <i>watch</i> is to look at someone or something for a period of time.,<i>Mirar</i> es observar a alguien o algo durante un período de tiempo.,My friend came over to <b>watch</b> a movie with me.,Mi amigo vino a <b>ver</b> una película conmigo.
