accountable,əˈkaʊntəbl,<ul><li>responsable</li><li>responsables</li></ul>,"<img src=""01_1801.jpg"">",[sound:01_1801.mp3],[sound:01_1801_meaning.mp3],[sound:01_1801_example.mp3],"When someone is <i>accountable</i>, he or she is responsible for the effects of his or her actions.","Cuando alguien es <i>responsable</i>, es responsable por los efectos de sus acciones.",Political leaders are <b>accountable</b> to the people they represent.,Los líderes políticos son <b>responsables</b> ante las personas a las que representan.
addictive,əˈdɪktɪv,<ul><li>adictivo</li><li>propenso a la adicción</li></ul>,"<img src=""01_1802.jpg"" />",[sound:01_1802.mp3],[sound:01_1802_meaning.mp3],[sound:01_1802_example.mp3],"If something is <i>addictive</i>, it is hard to stop doing.","Si algo es <i>adictivo</i>, es difícil dejar de hacerlo.",I think this game is very <b>addictive</b>.,Creo que este juego es muy <b>adictivo</b>.
agenda,əˈdʒendə,<ul><li><a>agenda</a><br></li><li>programa</li><li>orden del día</li><li>temario</li><li>plan</li><li>calendario</li><li>planes</li><li>asuntos a tratar</li><li>horario</li></ul>,"<img src=""01_1803.jpg"" />",[sound:01_1803.mp3],[sound:01_1803_meaning.mp3],[sound:01_1803_example.mp3],An <i>agenda</i> is a plan or goal that guides someone’s behavior.,Una <i>agenda</i> es un plan u objetivo que guía el comportamiento de alguien.,The man is pushing his questionable <b>agenda</b> on his colleagues.,El hombre está imponiendo su cuestionable <b>agenda</b> a sus colegas.
coin,kɔɪn,<ul><li>moneda</li><li>acuñar</li><li>inventar</li></ul>,"<img src=""01_1804.jpg"" />",[sound:01_1804.mp3],[sound:01_1804_meaning.mp3],[sound:01_1804_example.mp3],To <i>coin</i> is to create a new word or phrase that other people begin to use.,<i>Crear</i> es inventar una nueva palabra o frase que otras personas empiezan a usar.,"The coach <b>coined</b> the phrase, “There is no ‘I’ in team.”","El entrenador <b>creó</b> la frase, ""No hay 'yo' en el equipo."""
correlate,ˈkɔːrəleɪt,<ul><li>correlacionar</li><li>tener correlación</li></ul>,"<img src=""01_1805.jpg"" />",[sound:01_1805.mp3],[sound:01_1805_meaning.mp3],[sound:01_1805_example.mp3],To <i>correlate</i> is to have a close connection to something.,<i>Correlacionar</i> es tener una conexión estrecha con algo.,Scientists believe that brain size might <b>correlate</b> with intelligence.,Los científicos creen que el tamaño del cerebro podría <b>correlacionar</b> con la inteligencia.
depression,dɪˈpreʃn,<ul><li>depresión</li><li>crisis</li><li>abatimiento</li><li>decremento</li><li>descenso</li><li>hondonada</li><li>hoyo</li><li>desaliento</li><li>borrasca</li></ul>,"<img src=""01_1806.jpg"" />",[sound:01_1806.mp3],[sound:01_1806_meaning.mp3],[sound:01_1806_example.mp3],<i>Depression</i> is a medical condition that makes a person very unhappy for long periods of time.,La <i>depresión</i> es una condición médica que hace que una persona esté muy infeliz por largos períodos de tiempo.,Ron decided to get help for his <b>depression</b>.,Ron decidió buscar ayuda para su <b>depresión</b>.
digital,ˈdɪdʒɪtl,<ul><li><a>digital</a></li><li>electrónica</li></ul>,"<img src=""01_1807.jpg"" />",[sound:01_1807.mp3],[sound:01_1807_meaning.mp3],[sound:01_1807_example.mp3],"When something is <i>digital</i>, it is characterized by computer technology.","Cuando algo es <i>digital</i>, se caracteriza por la tecnología informática.",Students prefer to take notes on their laptops and other <b>digital</b> devices.,Los estudiantes prefieren tomar notas en sus laptops y otros dispositivos <b>digitales</b>.
importance,ɪmˈpɔːrtns,<ul><li>importancia</li><li>relevancia</li><li>peso</li><li>valor</li><li>envergadura</li><li>trascendencia</li><li>magnitud</li><li>significación</li><li>valía</li><li>important</li><li>importante</li><li>grande</li><li>destacado</li><li>significativo</li><li>considerable</li><li>grave</li><li>fundamental</li><li>mayor</li></ul>,"<img src=""01_1808.jpg"" />",[sound:01_1808.mp3],[sound:01_1808_meaning.mp3],[sound:01_1808_example.mp3],"<i>Importance</i> is the quality or state of being important, valuable, or significant.","La <i>importancia</i> es la calidad o estado de ser importante, valioso o significativo.",The professor lectured the students on the <b>importance</b> of communication strategies.,El profesor dio una conferencia a los estudiantes sobre la <b>importancia</b> de las estrategias de comunicación.
keyboard,ˈkiːbɔːrd,<ul><li>teclado</li><li>teclados</li></ul>,"<img src=""01_1809.jpg"" />",[sound:01_1809.mp3],[sound:01_1809_meaning.mp3],[sound:01_1809_example.mp3],A <i>keyboard</i> has buttons marked with letters and numbers that are pressed to put information into a computer.,Un <i>teclado</i> tiene botones marcados con letras y números que se presionan para introducir información en una computadora.,Paul spilled coffee all over his <b>keyboard</b>.,Paul derramó café por todo su <b>teclado</b>.
loneliness,ˈləʊnlinəs,<ul><li>soledad</li><li>aislamiento</li></ul>,"<img src=""01_1810.jpg"" />",[sound:01_1810.mp3],[sound:01_1810_meaning.mp3],[sound:01_1810_example.mp3],<i>Loneliness</i> is the unhappiness that is felt by someone if they do not have any friends.,La <i>soledad</i> es la infelicidad que siente alguien si no tiene amigos.,Many people join social clubs to escape <b>loneliness</b>.,Muchas personas se unen a clubes sociales para escapar de la <b>soledad</b>.
